userId,action,adventure,animation,children,comedy,crime,documentary,drama,fantasy,film-noir,horror,imax,musical,mystery,romance,sci-fi,thriller,war,western
224859,280,345,106,249,833,210,27,1355,167,69,105,0,196,169,488,210,318,182,99
224900,775,554.5,72,96.5,678,529.5,36,1257.5,212,46,124,101.5,43,276,426,483,790,166,54.5
224904,172,120,9,15.5,322.5,285.5,39.5,1281.5,97,58,78.5,29.5,36,236.5,337,193.5,387,74,7.5
224965,725.5,571,83.5,134,671,334,11.5,922.5,270.5,32.5,122.5,58,130,135.5,416.5,406,588,149.5,34.5
224979,279,198,68,125,1020.5,232.5,14,1142.5,168,32.5,95.5,3,115,136.5,638,175,337,86.5,31
224990,83.5,72,21.5,29,748,303,28,1421,52,22,34,18,74,121.5,552.5,44,307.5,81.5,5
225029,423.5,308,106.5,94,507,487.5,107,1273,263,51.5,384,18,69.5,258,233.5,415,705.5,128.5,61.5
225030,471,337.5,66,93,867,335.5,22,773,137,42.5,86.5,8,59.5,135,349.5,138.5,452,132,84
225060,433,479,177,265,1018,169,13,774,235,5,48,16,132,97,469,288,301,78,30
225071,843,489,103,103,995.5,767.5,290,1838,261,63,388,49,84,358.5,436,388.5,1119.5,200,59.5
225074,659,544,128,159.5,579.5,312.5,11,672.5,290,14,134,96.5,71.5,153.5,301.5,389,519,97,26
225127,1078.5,635.5,169.5,159.5,715,400,20,970.5,235.5,10,183.5,85.5,56,193.5,384.5,724,775.5,149.5,40.5
225128,581.5,589.5,171,210,1297.5,485.5,45,1339,397.5,61,221.5,48.5,157.5,299,694,307.5,724,72,20
225133,698,560.5,145,243.5,1258.5,638.5,50.5,2008,308,75.5,189.5,30,151.5,262.5,681.5,307.5,813,227.5,72.5
225164,407.5,585.5,367.5,485.5,742.5,255,22.5,1127,449,4,205.5,184,241.5,179,598.5,239.5,406.5,96.5,34.5
225172,410,381,125.5,326.5,2227.5,664,71.5,2631.5,261,93,128,7,259.5,352.5,1222.5,173.5,778,172,76.5
225177,973,690,239.5,207.5,1109.5,648.5,225,2085,266.5,53,177,90,99,275.5,546,577,975,328.5,101.5
225213,569.5,303,8.5,51,628.5,239,22.5,951.5,92.5,2.5,48.5,55.5,63.5,95.5,397,313,435.5,90.5,80
225233,939,774.5,174,260,1695,677.5,87.5,2367.5,526.5,17,433.5,89.5,150.5,368.5,1050.5,595,1193,189,55
225243,954,744.5,185,240,968.5,611,23.5,1372,308,25,201,30,115.5,261.5,499.5,417,1009,225,97
225254,1295,816,77,133.5,915.5,400,12,648.5,471.5,13,647.5,65.5,46,259,241,995.5,1130,47.5,41.5
225343,881,516.5,125.5,155.5,1075,611.5,48.5,1548.5,311,15,233.5,145.5,127.5,261,590.5,364.5,944,142,54.5
225352,2251,1118,174,257,1470.5,1020,3,1062,523.5,9.5,383,305.5,65.5,260,294.5,707,1517,106,54.5
225421,1319.5,816.5,111.5,160.5,1707,810.5,205.5,1476.5,458.5,30.5,662,168.5,128,378.5,495.5,891,1388,91,40
225464,643.5,496,81,113.5,719,411,34.5,985.5,210,41.5,129,60,72.5,206.5,379,339,624.5,164,48.5
225465,831.5,760.5,219,338,986,393.5,219,1448,354.5,12.5,174.5,111.5,200.5,194.5,449,606.5,651.5,238.5,59
225492,627,569.5,238,243.5,883.5,369,21.5,877,343,12.5,67.5,254,92,161,333,359.5,485,73.5,39.5
225532,919.5,579.5,105,232,1551,544.5,16.5,1077.5,314,20.5,398,22,97,220,449.5,392,803,87.5,70
225553,862.5,649,143,297,1716,603.5,79,1290.5,368,9,370.5,85.5,108.5,259.5,570.5,446.5,1002.5,79,28.5
225575,985.5,865,330.5,411,1043.5,369,17,1168,609.5,8,877.5,46,195,342,536.5,927,1279,123.5,38.5
225578,668.5,638,364.5,401,1111,409.5,44,812,380,18,59,146.5,168,119.5,365.5,245,431,112.5,65.5
225582,1018.5,774.5,160.5,357,1823.5,480,24.5,852,368,10.5,344,42.5,180.5,173,442,504.5,752.5,80.5,27
225597,416,244,25,78,922,269,15,643,130,3,218,0,59,100,329,205,426,56,42
225598,771.5,638.5,190,153,768.5,369.5,29,838,331.5,8.5,233.5,21,46.5,195,252,567,611.5,90.5,37.5
225619,722,489.5,80,130,929.5,431.5,18.5,1160.5,234,40,120,48,64,176.5,470,303,619.5,202.5,60.5
225647,627.5,511,95.5,197,941,312.5,8,788.5,272.5,21,258.5,31,120,168.5,291,407,602.5,65,41
225678,941.5,713,206.5,270.5,818.5,366,13,818.5,351.5,3,196.5,43.5,170.5,173.5,431.5,516.5,666.5,148.5,34.5
225719,747.5,641,205.5,283.5,711,312.5,11,517.5,296,5.5,112,133.5,69.5,137.5,258.5,306,570,88.5,19
225723,867,817,407.5,391,1630.5,779,51.5,2304,458,83,217,100.5,246,394,1053,493,1014.5,188.5,43.5
225736,910,655.5,246,247,1123.5,458.5,15,923,324.5,6,190,263,62.5,195.5,305.5,536,762,124,43
225758,709,558.5,111.5,188,709,431.5,4,1028.5,293,3,198,106,31.5,235.5,391,366,776,114,13.5
225771,479,645.5,345.5,325,688.5,106.5,0,649,432,0,32,220,124.5,69,440.5,355,183,31.5,9.5
225776,637,344,35,19.5,324.5,406.5,116,833.5,95.5,23.5,190.5,47.5,6.5,206,143,552,715.5,103.5,50
225873,615.5,457.5,183.5,180,1029,408,15.5,686.5,202.5,14.5,84,146.5,23,149,325,290.5,499,66.5,29
225874,1353.5,1073.5,286,466,1629,596.5,25.5,1759.5,492.5,16,184.5,149,202.5,327,828.5,716.5,1220,173.5,60.5
225956,1163,522,124,156,956,988.5,10,1595,246.5,96,261.5,24.5,90.5,317,499,358,1374.5,120.5,99.5
225984,571.5,618.5,249,440.5,1753.5,385,24,1430,429,19,367.5,24,221,251,743.5,396,797,80,54
226028,911.5,1321.5,1077,1083.5,2199.5,632,79,2888.5,901,154,483,261,611,455,1317,618.5,1035,250,137.5
226132,550,400,105.5,121,524.5,266.5,12,506.5,174.5,12.5,87,34,58,94.5,241.5,250,452,50.5,26
226142,938,765,226.5,324,1357,495.5,135.5,1458.5,455.5,8,445.5,70,142,280.5,489,634,968,138.5,44.5
226183,713.5,454.5,81,116.5,734,521,2,1352.5,232.5,23.5,191,76,23,269,379,478.5,897,167.5,25.5
226217,357,460.5,131,138,1120,356.5,98.5,1598.5,180,58,51.5,75,104.5,208.5,628,227,469,118,8
226298,724,401,37.5,68.5,1236.5,552,92.5,1438.5,165,36,188,24,75,232,489.5,344,784,116,49
226301,592,619,352,414.5,984,291.5,44,1234,386,4.5,162.5,215.5,141.5,208,478,412.5,579,70,10
226332,751.5,853.5,243,488.5,1359,404.5,14,1387.5,397.5,23,284.5,68,178,223.5,536,575.5,669,196.5,122
226446,496,371.5,79,173,1207.5,482.5,17,1408,213.5,31,339.5,14,108,269,494,266,743.5,108,29
226458,341.5,561,256,563,1065.5,154,5.5,776.5,351,2.5,71.5,67,383.5,99,851.5,171,237.5,78.5,59
226493,445.5,398.5,185,149,750,174.5,13,883.5,212.5,3,86,136,60.5,165,383.5,584,369,22.5,4
226531,649,628,149,168.5,791.5,328.5,81.5,1155.5,316.5,13,194,44.5,112,214.5,380,500,570,155,19.5
226544,749.5,526.5,111,97,683.5,528,33.5,979.5,219.5,15,136,226,33.5,210,198,483.5,707,126,34
226573,903,753.5,171,209,888.5,413,45,1225.5,390,22,271.5,195,84,223,432,636,728,124.5,34.5
226579,961.5,679.5,161.5,288,1794.5,565.5,47,1397,390.5,8,171,84,124.5,207.5,728.5,371.5,717,115.5,78.5
226590,418.5,276.5,25.5,58,748.5,407.5,16.5,1299.5,128.5,94.5,114.5,4,54,283.5,499.5,218.5,600,228,61.5
226594,595,427,154.5,172,880.5,496.5,38,858.5,217,16.5,119,90.5,96,164,335,247.5,540,92.5,38
226597,391,350,86,179,849,240,13,983,158,13,119,10,87,98,473,135,403,102,47
226699,327,263,33,46,546,379,13,1543,101,67,62,4,128,208,609,80,518,262,183
226725,595,360,102,165,863,227,6,473,168,22,121,8,137,73,270,213,436,65,48
226757,1547,734.5,88,100.5,988.5,688.5,16.5,914.5,225.5,4,193.5,97,9,189,249,611.5,1191,177.5,35.5
226765,737.5,549.5,157,65.5,1116.5,356,32.5,818,267.5,14.5,108.5,148,34,140,314.5,528.5,462,52,25
226768,660,581,34,160,855,244,0,730,244,34,26,0,57,156,527,364,502,107,68
226783,967.5,800,318,341.5,1401,430.5,0,1350.5,568.5,15.5,244.5,83,147.5,204,807.5,464,610,142.5,78
226913,761.5,491.5,203,85.5,731,774.5,50.5,1656,263,110.5,144.5,81,41,309.5,363.5,477.5,883.5,169,61
226984,241,204,46,58,786,428,63,1580,121,94,116,0,69,216,494,133,465,128,78
227010,137,142,34.5,57.5,784,158.5,30,1165,91,6,15,10.5,40,88.5,600,64,161,42,3
227044,786.5,507.5,147,233,1016,451.5,37.5,925.5,234,27.5,70.5,32,153,189,410.5,248.5,683,110,52.5
227047,617.5,302,62.5,19,286.5,345,13.5,513.5,135.5,12,441,36.5,5.5,184.5,50.5,448.5,733.5,44,30
227068,990,791.5,288,373,1400,363.5,39,929,415,7,175,243.5,104,118.5,428,509.5,656.5,139.5,54
227210,273,253,119,208,743,338,19,1334,167,63,161,17,129,239,477,163,565,103,19
227214,1192,797.5,190,220.5,1373.5,602,14,1328,414,12,143,282,89.5,234.5,629.5,588,866.5,113,42.5
227226,817,605,103,102,712,397.5,19,798,290,23,129.5,40.5,53,143.5,295,481.5,645,112,29.5
227233,438,543,299.5,413.5,935.5,326,226,1190.5,352,54.5,136,171.5,212,188.5,471,252.5,431.5,83,32
227295,767,441.5,57,62.5,429.5,474.5,29,868,197,32,207.5,120,10.5,319,232.5,516,864.5,76.5,48
227314,386.5,289,47.5,92,1159,670,99,1733.5,175.5,141.5,302,7.5,104,356.5,553,223.5,939,141.5,39
227315,387.5,336.5,108.5,247.5,758.5,245,11,764.5,181,26.5,39.5,15.5,136,105.5,304,189.5,331,108,45
227323,919,654,211,302,1395,436.5,13,769,400,22.5,578.5,132.5,170.5,226.5,261.5,583.5,856.5,82.5,68.5
227331,403.5,388.5,86,157,631.5,403.5,28,1545,171,31,72.5,44,103.5,204,513.5,153,510.5,167.5,63
227341,960,539.5,62.5,132.5,1565.5,644,25,1123,198.5,67,111.5,13.5,114.5,297.5,483,268.5,798.5,265,65
227348,1204,790,173.5,195.5,1550,677.5,60.5,1707.5,414.5,26,263.5,125.5,125.5,316.5,749,534.5,1036.5,204.5,99
227387,373,470.5,252,338,1261.5,286,95.5,974,350,8,100,123.5,229,137.5,353,225,259,55.5,22
227399,482,318,172,100,573.5,439.5,60,1003.5,207,14.5,179,151,21.5,187.5,235,313.5,627.5,71,16.5
227403,660,508.5,189.5,228.5,819,303.5,36.5,715.5,310.5,14,307.5,60,87.5,159,258,444.5,597.5,92,5
227439,775,466,113.5,143,432.5,340.5,9,672,173,28.5,116.5,43,67.5,124.5,151.5,360,555.5,158.5,33
227451,544.5,562,188.5,396,998,275,19.5,684,320.5,2,112,63,113.5,125.5,329,260,408.5,63.5,17
227454,865,557,117.5,183.5,813,446,12,846.5,276,13.5,300.5,13,64.5,232.5,318,478,873,92,46
227468,535.5,435,102.5,155,777.5,305,18.5,1107,229.5,24.5,101,35,122,167.5,483.5,216,448,150,74
227490,761,611.5,199.5,214.5,816.5,238,21.5,667,310.5,12.5,156.5,168.5,136,122,324,488.5,393.5,93,30
227527,953.5,702.5,175.5,187.5,1474,905,50.5,2228,389.5,193,332.5,55,111.5,482,738,473,1187,201,146.5
227578,442,477.5,131.5,163.5,561.5,159,51.5,1116,221.5,12.5,66.5,172,131.5,72,387.5,252,338.5,140.5,36
227641,1791.5,1083,258,238.5,975,584,12,1253.5,422.5,10.5,190,349.5,57.5,266.5,503.5,1047.5,1363,193,55.5
227649,771.5,666.5,300,284,1178,383.5,103.5,1157.5,370,25,235,33,155.5,172.5,493,427,600.5,124,59
227692,704,514,39,131,997,464,10,1150,242,117,577,0,104,268,410,553,928,187,88
227712,699,553.5,194.5,225,831.5,380.5,13,1095.5,238.5,14.5,183,23,114.5,206,420.5,461.5,662.5,162,71
227731,530.5,392,74,84,733,398,26.5,880,140.5,33,70.5,23,63,149,360.5,237,495.5,144.5,46
227743,532.5,595,255.5,289.5,734.5,174,1,713,360,9,128,105,127,128,356,365,372,69,26
227779,320.5,279,69.5,85,612.5,300.5,84,1211.5,150,6.5,88,28,57.5,144.5,355.5,185,415,98.5,25
227823,823,445,74.5,109,758.5,357.5,9.5,456,237,5,481,25.5,34.5,152.5,169,400,710,28,17.5
227847,290.5,411.5,218,422,1270,174,4,906,317,0,84,36.5,202.5,89,629,172,259,46,36
227863,658,482,125,181,1157,589,30,1515,237,71,187,14,100,273,471,285,822,209,78
227886,640,397.5,123.5,94.5,941.5,455,145.5,1309,181,15.5,143.5,163.5,38,201.5,346,435.5,664.5,115.5,32.5
227910,367,412,99,219,809,139,16,548,265,13,238,6,98,147,493,327,407,20,20
227911,717.5,523,125.5,178,1160,587.5,69,1504.5,291.5,30,287,137.5,73.5,304.5,534.5,314,883,152.5,59
227918,1465.5,776,64.5,83,744,609.5,92,982.5,277.5,15,562,282.5,11.5,257.5,161,654,1297,144.5,32
227982,532,522,216,300.5,870,291,16,1077.5,339.5,15,140,43,128,207.5,418.5,342.5,525,89.5,46
228024,1091.5,632.5,80,65.5,460.5,459,12,878,240,15,354,28.5,19,202,200.5,449.5,850.5,194.5,65.5
228033,550.5,556,230.5,371,649,330.5,45.5,721.5,234,33,51.5,124.5,104,165,173.5,306.5,454,114,38
228081,405.5,479.5,207,233.5,1020,500,203,2977,255,43,110.5,39.5,135,317,809.5,179.5,639.5,536,213.5
228141,639.5,669,227.5,426.5,1185,331.5,18,785,350.5,11.5,298,42.5,196,218.5,503.5,389,681.5,35.5,31.5
228155,683.5,534.5,238.5,157,805.5,357,61,1736.5,367,34.5,182.5,184,39.5,293,435.5,899,793,99,69.5
228193,493,383,55,106,954,302,10,875,211,32,217,4,83,171,493,325,586,47,21
228234,465,281,41,60,627,292,13,748,103,4,130,3,15,130,336,246,518,88,44
228259,368.5,469,160,236,688.5,141.5,14,635,364,8,316.5,101.5,84.5,145,334.5,352.5,465,21,5.5
228303,257.5,225.5,108,177.5,666.5,293,0,877.5,138,38.5,225.5,23,82.5,213,446.5,172.5,528,91.5,14
228304,208,136.5,36.5,75.5,827,411,76.5,1943.5,98,29.5,60.5,11,68.5,165.5,820.5,76.5,393.5,116,29
228326,1226,689.5,52.5,89,891.5,742.5,20.5,1642,239.5,45,149.5,181.5,30,349,470.5,532,1232.5,248,81
228392,682,452,67,200,681,179,4,407,236,3,435,8,67,111,197,478,567,47,20
228445,344.5,257,34.5,40.5,366.5,343.5,1.5,791,121,26,50,87,10.5,182.5,180,187,437,54.5,34
228481,1088.5,1029,594.5,664.5,1125,288.5,3,693.5,616,4.5,114,343.5,175.5,119.5,392.5,620,555,70,42
228492,526,380.5,88,108,510,394,60.5,989,174,24.5,77,95,44,152.5,279.5,278.5,549.5,152,22.5
228503,457,395,111,230,794,411,32,1123,214,81,269,6,94,213,358,323,651,87,43
228563,463,482,130,194,1076.5,578.5,109.5,1685,305.5,99,74,43.5,115.5,325,738.5,257,590.5,152.5,53
228568,979,606,70,114.5,792,364,3,806.5,275,13.5,248,125,57,202.5,364,539.5,823,93.5,58
228572,661.5,373,50.5,76.5,379.5,518.5,8,1137.5,115,28,90,19.5,24.5,244,250.5,254.5,858.5,142,12
228590,605,525,157,241,567,313,3,836,208,27,62,13,138,168,325,315,515,120,55
228596,1146,679.5,116.5,129.5,660.5,462.5,11.5,1219.5,310,19.5,134,180.5,31.5,237,285.5,538,732.5,143.5,69
228616,490.5,441.5,192.5,168.5,494,406,48.5,1063,238,84,276,15.5,89.5,231,207,471,628,195.5,44.5
228651,708.5,560.5,228,334.5,740.5,371.5,11.5,856,277.5,0,143.5,39.5,140.5,155,334,307.5,613.5,106.5,39.5
228652,785.5,762.5,453.5,494,992.5,321,30,752.5,427.5,16,270,183,157.5,185.5,264,533,559.5,37,35.5
228660,772,701.5,396,388.5,909.5,405.5,19,907.5,350,18,133.5,249.5,117.5,199.5,330,479,646,73.5,40.5
228665,961.5,754.5,321.5,259,1090.5,338,27,800.5,393,4.5,169,257.5,90,175.5,334.5,572.5,615.5,80.5,32.5
228669,317,275,72,119,889,231,30,783,163,20,79,3,117,112,432,214,338,48,24
228688,599,311,30,105,644,396,2,770,82,18,64,5,24,117,263,236,577,74,38
228689,712,524,169,383,2660,897,30,3568,315,150,122,16,320,440,1795,247,1049,244,169
228704,458,185,34,49,528.5,375,14,1304,91,9.5,130.5,78,28.5,221.5,403,230,819,85.5,21
228709,405,284.5,21,11.5,876.5,601,8.5,2086,286,106,402.5,69,44,426.5,584,244,793,159,104
228718,671,494,14,65,822,728,8,1716,162,97,372,4,59,459,383,434,1147,248,119
228733,562,420,149,239,973,459,37,1656,228,34,304,12,216,332,627,331,801,127,71
228735,494,311,52,68,534.5,325,0,801.5,98.5,10.5,50,32.5,53,136,379,139.5,476,102.5,5
228748,1739,995,155.5,172.5,510.5,550,49,1233,337,8.5,270,314.5,68,192.5,223,804,1221.5,286,39
228754,1580,1114.5,283,350,1049.5,682,51.5,1663,572,15.5,591,317.5,94,431.5,406.5,838.5,1445,232.5,81.5
228831,594.5,416,171,128,854,356.5,13.5,702.5,181.5,14,96.5,41.5,45.5,113.5,335,295,483.5,87.5,10.5
228837,866.5,431,51,34,369.5,502,22,1024,239,44.5,176,214.5,4.5,255,211,626,921,103.5,27
228991,511,531,157,192,844.5,280,76.5,975.5,350.5,37.5,70.5,92.5,81.5,192,389.5,366,453.5,112,24.5
229023,332,328.5,161,197.5,1036,383.5,24.5,1647.5,223,2,158.5,68,102.5,268,875,173,568,88.5,43.5
229043,232,295,210,285,666,199,31,726,209,24,81,19,154,111,356,119,220,95,14
229052,903,613.5,244.5,189.5,592.5,435,0,881,285.5,22,209.5,143,51,205.5,240.5,516.5,786,100,32.5
229053,639,497,139,221.5,1388.5,314,23,690,340,22.5,405,64.5,72.5,188.5,279.5,693,554,36.5,25
229054,590,615.5,276.5,353.5,741.5,221.5,0,647.5,403.5,15,521,12.5,147.5,139.5,320,645,568,75,47
229065,557.5,577,194.5,276.5,1086,449,71,1574,297.5,28,57,36.5,247,160,909.5,194,501,134.5,71
229101,484,434.5,91.5,172,994.5,275,17,1087.5,225,0,90.5,46.5,115.5,115.5,662,219.5,434,73,56
229117,867.5,691.5,72,160.5,1617,664,93.5,2131.5,267.5,39,276,11,196.5,316.5,636.5,444.5,943,352.5,156
229202,855,543,64.5,109,894,356.5,12,600,250.5,8,121,25,77.5,90,299.5,245,519.5,91,57.5
229253,706.5,550.5,82,128,705,301.5,15.5,647.5,232,3,130.5,70,38,157.5,260.5,387,561.5,103,36.5
229278,523.5,569,148.5,341,2002.5,416.5,18.5,1785,351,31,61,22,249,153.5,901,292,443,97.5,55
229321,1002.5,670.5,195.5,190,564,379.5,22,739,290.5,16.5,225,216.5,40.5,235.5,239.5,574,778,105,74.5
229338,724,598,345,244,617.5,207.5,1,404.5,360,7,260,157,96.5,150.5,164.5,655.5,517.5,25,11
229359,1096,721,247.5,215,1303.5,711.5,46.5,1676.5,396,32.5,350,55,85,378.5,570.5,577.5,1231.5,199,54.5
229444,334.5,420.5,195.5,332.5,709,174,24.5,597,272,3.5,92,22,197.5,109,297,241.5,234.5,59.5,26.5
229483,1843.5,1234,277.5,256,1392.5,1183.5,75.5,3662,626.5,52,790,177.5,115,620,865.5,1137,2047,410,165
229498,816,636,98,151,728,821,54,2303,208.5,172,136,114.5,65,383,603.5,299.5,1097,310.5,212
229561,329,424,271.5,324.5,559.5,236.5,23,967,251.5,46,63.5,27.5,209.5,114,331.5,172,301,174,75.5
229633,1232.5,768,309,276.5,1363,718.5,59.5,1604.5,351,18,481,131.5,69.5,376,600.5,809,1340,162.5,52
229709,1417,1126,321,290,1064,376.5,28.5,994,595.5,13,393,327,70.5,294.5,369,1326.5,1023,82,33
229710,778.5,613.5,208.5,311,1216,452.5,26,1340,314,23.5,110,71,99,157,520,325,614,167,91
229716,1087.5,746.5,189.5,183,782.5,515.5,18,1029.5,306.5,13,202.5,204,82,228.5,336.5,613.5,804.5,130,49.5
229738,649,626,111.5,267,1707.5,352.5,16,835.5,349,22,143,12.5,291,197,518,437.5,478,170.5,142.5
229746,582.5,445,135,219.5,1039.5,373.5,29,765.5,271,5,108.5,57.5,78.5,153.5,342.5,296.5,509.5,59.5,23.5
229780,1271,1118.5,364,593,1619,801.5,55.5,2430,561,63.5,221.5,226,365.5,342.5,1023,573,1148,317,300
229781,450.5,254.5,59.5,99.5,551.5,294,50,786,163.5,16,204,34,67,180,215,217.5,472.5,91,37
229796,381,339,51,97.5,884.5,352,26,1190,162.5,59.5,134,11,108.5,232,650.5,188,489.5,149.5,49
229827,505,423,78,293,633,231,3,791,165,13,107,11,121,106,366,210,475,124,68
229914,422.5,279.5,133.5,79,658.5,213,60.5,774,256,26.5,599.5,65.5,32.5,263.5,139.5,477,628.5,100,9.5
229927,1184,1107,515,627.5,1739,491.5,39.5,1511,608.5,39,641,310,185.5,323,607.5,925.5,1087,127,82
229965,340,310,98,254,716,272,0,846,196,10,206,4,88,151,327,210,450,63,27
230001,671.5,576.5,80.5,59,356.5,228,83.5,841.5,213,50.5,222.5,35,48.5,194,134,683,525.5,257.5,57
230028,466,322,72,113,527,265,14,739,139,39,142,12,81,118,326,255,443,101,51
230073,677,591,234,318,1590,584.5,156,2106,322.5,28.5,131,76.5,166.5,242.5,862.5,408.5,714,180.5,36.5
230075,874,532,52,56.5,518,522.5,9,1608,233,13.5,137,224.5,16,256,576,551.5,916,180,31.5
230076,911,882.5,343.5,236.5,1551,447.5,157.5,1693,592,33,298.5,209.5,111.5,377.5,601.5,1106.5,862.5,111,46
230091,1422,911.5,142,140.5,834,901,116,2907.5,462.5,121,363.5,203,130.5,528,806.5,929.5,1522.5,337,116.5
230115,1412,873.5,79,198.5,1433.5,634,34.5,1582.5,394.5,18,299.5,70,225.5,283,735,683,1124.5,291,118
230126,1273,825,341,274.5,1133,776.5,50.5,1524.5,454,20.5,239.5,223.5,103.5,304.5,520,712.5,1174.5,161.5,50.5
230140,1119.5,866,213,301.5,1348,731,45,2366.5,400.5,34.5,218.5,240,154,278,694,674.5,957,233,105
230155,883,591,274,239,1076.5,498.5,85,887.5,370,14.5,302,133,105.5,192.5,257.5,443.5,619,70.5,57
230365,529,367,71,124,785,249,5,653,143,9,73,17,48,89,308,171,400,66,42
230378,1409.5,1176,338.5,345,1795,947,140.5,2969.5,600.5,152.5,695,251.5,220.5,552.5,860.5,924.5,1530,344,110.5
230423,524.5,539,146.5,193,843.5,273,72.5,779.5,255,30,135,28,174,101.5,239.5,333,345,91.5,89.5
230451,851.5,558,92.5,92,613,489.5,60.5,1028,208.5,26.5,155.5,97.5,44,243,289,476.5,759.5,175.5,46
230482,352.5,275.5,15.5,27.5,734,440,131,1499,89,24.5,61.5,21,62.5,119.5,410.5,134,458,168,50.5
230528,424.5,272.5,106.5,92,685,311,22.5,1600,223.5,14,381,116,62.5,279.5,639,412,705,75,23
230540,1450.5,867,211.5,237.5,1582,866.5,79.5,1867,470,16.5,417.5,117,114.5,338.5,691,826.5,1373.5,202,67.5
230547,304,304,57,111,953,404,45.5,1662,145,126,95,6,209,283,661,139,488,236,72
230576,324,294.5,64,86,876.5,209.5,15.5,1239,135,11,27,12,99,100.5,480,251.5,268,105,26
230588,578,720.5,305,424,2090,533.5,447,2262,408.5,32,64.5,148.5,240.5,282,1291.5,319,639.5,136,60.5
230593,767.5,545.5,84.5,130.5,1157.5,784,26,1736.5,249,103.5,197.5,13,75,322.5,664,330.5,887,210,112
230606,1371.5,1039.5,286.5,311,1075,422,92.5,940.5,518,17.5,250.5,384.5,103.5,211.5,353,856,812,128.5,30
230650,690,414,79,204,1226,400,0,1246,244,5,391,13,58,166,515,303,682,95,43
230789,738,430,36,29.5,363.5,451,24,816.5,150.5,13.5,140,169.5,20,233.5,234,356.5,871.5,70.5,30.5
230805,1186.5,969,333,388.5,1157.5,269,9.5,942,558.5,4.5,316,341,100,169,779.5,746,851.5,93.5,22
230834,429,486.5,221,328.5,1800.5,472.5,100.5,2621,347.5,48,77,114.5,299.5,256,1144,193.5,557.5,185.5,46.5
230842,362,291,92.5,114.5,1157,347.5,115.5,1707,207,32.5,109.5,34,124.5,190.5,892.5,209,523,119.5,17.5
230893,632.5,610.5,158,229,1826.5,584.5,77.5,2303.5,348.5,72.5,294,27.5,268.5,319,1052,378.5,814.5,179.5,72
230894,1667.5,965.5,158.5,125.5,693.5,832,204,2290.5,258.5,34,267.5,225,38,370,391,787,1555.5,459.5,163.5
230930,450,320,39,99,717,290,8,940,122,28,62,0,98,128,422,176,402,146,71
230977,528,394,69.5,90.5,592,355.5,34,977,179.5,16,135.5,67.5,64,206,334,275,606,115,37.5
230982,1098,707,116,147.5,1374.5,761,434.5,2354.5,294.5,40,255.5,168,101,330.5,537.5,554.5,1079.5,459.5,64.5
231001,288,310,150.5,155,1137,434,119.5,1732,259,80.5,103,35,164,240.5,580.5,266.5,471.5,99.5,48
231063,753,552,80,179,1168,351,3,854,312,11,223,5,72,165,446,403,585,88,67
231078,419,375.5,80.5,68,756,551.5,157.5,1917,155.5,131.5,173.5,39,82,379,494,315,784.5,158.5,45.5
231080,963.5,461,23.5,35.5,1113.5,455,24.5,654.5,259,5,106,163.5,11.5,201.5,374,497.5,701,73,57
231104,534.5,547.5,210,182.5,394.5,381.5,4.5,1285.5,256.5,140,284.5,15.5,90,175.5,238,753.5,528,195.5,48.5
231203,556,504.5,108.5,164,745,292.5,12,788,259.5,1.5,96.5,91.5,59,158.5,290.5,279,439.5,125.5,24.5
231207,1603.5,1110,391,372,1618,811,69.5,2263.5,633,31,379,321.5,115,447,803.5,1081.5,1404,217,92
231230,544,597,146,338,747,198,3,597,338.5,6,110.5,32,182.5,122.5,303,446.5,452.5,43.5,16
231258,390,365.5,163.5,158.5,677.5,232,23,774,317.5,15,340.5,37,84,270.5,280,348.5,568,61.5,5
231339,793.5,600.5,143.5,243.5,1068.5,520,48,1169.5,294.5,16.5,191.5,168.5,82.5,221.5,320.5,429,809.5,80,53.5
231356,662.5,457,151.5,112.5,719.5,343.5,134.5,967,205.5,16,153,117,34.5,188.5,310.5,468,634.5,172,19.5
231383,683,454,76,162,892,352,4,705,237,9,234,9,68,161,285,335,619,71,45
231385,1006,808,177.5,276,1030,484.5,16.5,1571,400,21.5,224.5,175,109.5,295,623,608.5,987,160,72
231387,316,238,51,80,627,354,41,956,125,76,158,4,87,196,334,145,490,126,29
231406,396,330,78.5,113.5,517,170.5,11.5,377,179,4,199,81,44,91,199,271,404.5,19.5,4.5
231429,515,707.5,285.5,566.5,1248.5,173,10.5,701.5,518.5,4.5,212,91.5,190.5,167.5,546,383,473.5,26.5,30
231434,489,543.5,133,301,1614,418.5,76.5,2980,416,10.5,159.5,129.5,231.5,267.5,1458.5,267.5,617.5,230,35.5
231445,1587,1169,218,468.5,2390,640,22.5,1812.5,622,8.5,275,429,131,265,1270,651,1229,115.5,44
231484,1756.5,977,89.5,166,1640,775.5,35,1916,498,35,556,115.5,82.5,446.5,866.5,1071.5,1707,281,166.5
231496,505,314,44,100,591,224,5,669,115,9,149,6,28,125,244,296,404,165,50
231502,1740.5,1095.5,110.5,108,944,624.5,26.5,1248,372.5,22,563,169,70,365,377.5,1005,1374,364.5,164
231511,1118.5,757,203,148,1355,669,12,1270.5,432,48,213.5,145,72.5,305.5,496.5,598.5,1069.5,163.5,75.5
231521,544.5,403,74.5,84,404.5,183,32,625,206.5,22.5,298,103.5,67,151.5,249.5,567,504.5,69.5,12.5
